rang,left_lat,left_lon,right_lat,right_lon
1,43.54195056809096,3.846052924787858,43.54264495102135,3.846639540658447
2,43.541935905318425,3.846073152921328,43.54263238307555,3.846665548258627
3,43.54192333722485,3.846100605388176,43.54262086245632,3.846693000725476
4,43.54191391115287,3.846128057855035,43.54261038916409,3.846721898058997
5,43.541902390396345,3.846158400055231,43.542596773881655,3.846746460792498
6,43.54189296432114,3.846187297388758,43.54258630058529,3.8467739132593497
7,43.54188353824454,3.846216194722292,43.54257792194688,3.8468013657261984
8,43.54187934887661,3.8462465369224903,43.54256535398713,3.84682448359302
9,43.54186678077124,3.8462725445226633,43.54255173869447,3.846853380926547
10,43.54185735469044,3.846299996989515,43.54254126539031,3.8468764987933617
11,43.54185107063586,3.846331784056391,43.542532886745704,3.8469068409935727
12,43.54184164455266,3.846359236523241,43.54251822411481,3.846929958860388
13,43.541833265810745,3.846389578723448,43.5425087981359,3.846955966460569
14,43.541819650352714,3.8464126965902694,43.54249518283044,3.8469863086607625
15,43.54181231895101,3.846443038790472,43.54248261485348,3.847007981660918
16,43.541799750831686,3.846476270724025,43.5424721415373,3.847033989261081
17,43.54179346677102,3.846502278324193,43.54245747889155,3.8470628865946104
18,43.54177880396026,3.846528285924377,43.542447005571034,3.847084559594757
19,43.54177461458513,3.8465579056912342,43.54243757958103,3.8471170690949785
20,43.54176518848995,3.8465868030247696,43.54242291692695,3.8471430766951538
21,43.54175680973746,3.846612810624937,43.542413490933114,3.847169084295324
22,43.54174633629521,3.8466474874251664,43.542398828273214,3.847195091895493
23,43.54174109957345,3.846674939892021,43.54238521294288,3.8472196546289945
24,43.54172853143921,3.846700947492201,43.542374739609826,3.8472471070958503
25,43.54171805799205,3.8467298448257146,43.54236321894132,3.847276004429372
26,43.5417075845431,3.846754407559224,43.54235379293821,3.8472976774295145
27,43.541700253127736,3.846784749759424,43.542343319599645,3.84732657476304
28,43.54168663763963,3.8468136470929424,43.54233075159102,3.8473540272298887
29,43.541679306221695,3.846839654693126,43.542321325582776,3.8473858142967687
30,43.5416625486917,3.8468613276932686,43.54230352089661,3.847404597563568
31,43.54165731196263,3.8468945596268225,43.54229618955369,3.847430605163733
32,43.54165521727085,3.846929236427049,43.5422867635401,3.847459502497268
33,43.54165207523308,3.8469653580939593,43.54226895884372,3.8474811754974145
34,43.54164474381094,3.8469957002941664,43.54225324881311,3.8475057382309066
35,43.54163636504171,3.847024597627696,43.54224382279276,3.8475360804311065
36,43.541643696464824,3.84706938849466,43.54223125476333,3.8475635328979543
37,43.54165102788711,3.847111289628272,43.54222182873962,3.847588095631461
38,43.541654169924946,3.8471474112951833,43.54220926070569,3.8476141032316353
39,43.54165416992492,3.847182088095405,43.54219774000558,3.8476386659651305
40,43.54166150134597,3.847228323829047,43.54218831397646,3.8476704530320127
41,43.54166569072893,3.847265890362635,43.54217574593554,3.847696460632178
42,43.541670927457275,3.847306346629577,43.54216736724008,3.8477210233656822
43,43.54167092745734,3.8473424682964783,43.54215479919472,3.8477484758325353
44,43.54167616418525,3.8473843694301,43.54214223114686,3.8477759282993858
45,43.541677211530725,3.847426270563713,43.54212861575856,3.847801935899562
46,43.54168559029431,3.8474652819639767,43.54212128439437,3.847827943499722
47,43.54168559029429,3.847501403630884,43.542102432311,3.8478510613665446
48,43.54169606374712,3.847549084231198,43.54209405360543,3.847879958700073
49,43.54171491595755,3.8476010994315497,43.54208358022176,3.847905966300248
50,43.54172434206061,3.8476444454318384,43.54205320739879,3.84791752523366
